,title,studio,gross,total theaters,opening gross,opening theaters,release
223,Goodnight Mommy,RTWC,1178196.0,90.0,63641.0,4.0,2015-09-11
224,Black Sea,Focus,1171559.0,353.0,37675.0,5.0,2015-01-23
225,Miss You Already,RAtt.,1162653.0,384.0,552506.0,384.0,2015-11-06
226,Where Hope Grows,RAtt.,1156000.0,276.0,457287.0,276.0,2015-05-15
227,Macbeth (2015),Wein.,1110707.0,108.0,69833.0,5.0,2015-12-04
228,The Overnight,Orch.,1110522.0,307.0,53022.0,3.0,2015-06-19
229,Timbuktu,Cohen,1076075.0,56.0,45110.0,4.0,2015-01-28
230,Dior and I,Orch.,1028953.0,105.0,45772.0,2.0,2015-04-10
231,5 Flights Up,Focus,1020921.0,94.0,238491.0,87.0,2015-05-08
232,Big Stone Gap,PH,1009301.0,280.0,362422.0,280.0,2015-10-09
233,Faith of Our Fathers,PFR,1004105.0,344.0,438000.0,344.0,2015-07-01
234,Gett: The Trial of Viviane Amsalem,MBox,988150.0,74.0,24210.0,2.0,2015-02-13
235,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944193.0,76.0,,,2015-05-01
236,Boruto: Naruto the Movie,Elev.,919651.0,358.0,380419.0,140.0,2015-10-10
237,Singh is Bling,Eros,919095.0,135.0,487040.0,135.0,2015-10-02
238,Best of Enemies,Magn.,892802.0,69.0,50378.0,3.0,2015-07-31
239,ABCD (Any Body Can Dance) 2,UTV,892133.0,146.0,444195.0,146.0,2015-06-19
240,Mustang,Cohen,835318.0,57.0,20321.0,3.0,2015-11-20
241,Sleeping with Other People,IFC,819431.0,392.0,89102.0,5.0,2015-09-11
242,The Wrecking Crew,Magn.,801606.0,65.0,56858.0,7.0,2015-03-13
243,Labyrinth of Lies,SPC,794452.0,72.0,22101.0,3.0,2015-09-30
244,Seymour: An Introduction,IFC,743541.0,64.0,26587.0,2.0,2015-03-13
245,Once I Was a Beehive,Purd.,732655.0,32.0,48409.0,19.0,2015-08-14
246,Cartel Land,Orch.,704352.0,65.0,15581.0,2.0,2015-07-03
247,Tangerine,Magn.,702354.0,44.0,60683.0,4.0,2015-07-10
248,The Himalayas,CJ,696717.0,36.0,13387.0,3.0,2015-12-18
249,Red Army,SPC,694600.0,84.0,20100.0,3.0,2015-01-23
250,The D Train,IFC,673151.0,1009.0,447661.0,1009.0,2015-05-08
251,The Stanford Prison Experiment,IFC,660561.0,79.0,37514.0,2.0,2015-07-17
252,The Assassin,WGUSA,632542.0,53.0,47892.0,4.0,2015-10-16
253,"Kumiko, The Treasure Hunter",Ampl.,623383.0,71.0,34114.0,4.0,2015-03-18
254,Brothers: Blood Against Blood,FIP,613775.0,164.0,357404.0,164.0,2015-08-14
255,Welcome to Me,Alc,608852.0,119.0,34920.0,2.0,2015-05-01
256,Detective Byomkesh Bakshy,Yash,579055.0,82.0,338637.0,82.0,2015-04-03
257,Freeheld,LGF,573335.0,148.0,37983.0,5.0,2015-10-02
258,When Marnie Was There,GK,561085.0,57.0,27388.0,2.0,2015-05-22
259,Jimmy's Hall,SPC,560592.0,47.0,19881.0,3.0,2015-07-03
260,A Little Chaos,Focus,558173.0,87.0,181791.0,83.0,2015-06-26
261,Remember,EOne,547009.0,43.0,27006.0,27.0,2015-10-16
262,By the Sea,Uni.,538460.0,142.0,96250.0,10.0,2015-11-13
263,Gabbar is Back,Eros,534601.0,107.0,279429.0,107.0,2015-05-01
264,The Last - Naruto the Movie,Elev.,524451.0,34.0,179370.0,23.0,2015-02-20
265,Shaandaar,FIP,521794.0,136.0,384685.0,136.0,2015-10-22
266,Black Panthers: Vanguard of the Revolution,PBS,516893.0,12.0,20215.0,1.0,2015-09-02
267,Deli Man,Cohen,502294.0,38.0,37321.0,15.0,2015-02-27
268,Peggy Guggenheim Art Addict,SD,498428.0,25.0,22258.0,2.0,2015-11-06
269,Steve Jobs: The Man in the Machine,Magn.,494506.0,68.0,140064.0,68.0,2015-09-04
270,Phantom (2015),UTV,489984.0,93.0,266756.0,93.0,2015-08-28
271,Somewhere Only We Know,CL,482341.0,46.0,304934.0,46.0,2015-02-13
272,Brotherly Love,Free,478595.0,200.0,246902.0,200.0,2015-04-24
273,About Elly,CGld,470760.0,16.0,13180.0,1.0,2015-04-08
274,Let's Get Married,CL,462918.0,39.0,180929.0,39.0,2015-04-03
275,Bombay Velvet,FIP,450692.0,218.0,390774.0,218.0,2015-05-15
276,Attack on Titan: Part 1,FUN,449523.0,290.0,,,2015-09-30
277,The Third Man (2015 re-release),Rialto,449191.0,13.0,24832.0,3.0,2015-06-26
278,Felix and Meira,Osci.,447353.0,44.0,15000.0,1.0,2015-04-17
279,Rosenwald,CIE,433924.0,21.0,7902.0,1.0,2015-08-14
280,Saint Laurent,SPC,429477.0,59.0,36000.0,4.0,2015-05-08
281,Listen to Me Marlon,SHO,425831.0,38.0,30068.0,2.0,2015-07-29
282,Heart of a Dog,Abr.,420813.0,22.0,13893.0,1.0,2015-10-21
283,The Witness (Wo shi zheng ren),CL,418063.0,40.0,194736.0,40.0,2015-10-30
284,Unbranded,Grav.,410185.0,80.0,141416.0,80.0,2015-09-25
285,Badlapur,Eros,409166.0,82.0,227759.0,82.0,2015-02-20
286,The Hunting Ground,RTWC,405917.0,25.0,22464.0,2.0,2015-02-27
287,Janis: Little Girl Blue,FR,403821.0,26.0,21861.0,2.0,2015-11-27
288,The Apu Trilogy,Jan.,402723.0,10.0,16064.0,1.0,2015-05-08
289,Freetown,Purd.,401328.0,124.0,118553.0,124.0,2015-04-08
290,Coming Home (2015),SPC,377607.0,55.0,26361.0,3.0,2015-09-09
291,The Second Mother,Osci.,376986.0,223.0,24086.0,3.0,2015-08-28
292,Kahlil Gibran's The Prophet (Gathr),Gathr,370146.0,1.0,,,2015-10-01
293,Katti Batti,UTV,364932.0,127.0,239816.0,127.0,2015-09-18
294,Kahlil Gibran's The Prophet,GK,355343.0,37.0,27435.0,2.0,2015-08-07
295,Effie Gray,AF,352534.0,201.0,161728.0,201.0,2015-04-03
296,Maps to the Stars,Focus,350741.0,66.0,143422.0,66.0,2015-02-27
297,Noble,Asp.,347321.0,175.0,231319.0,175.0,2015-05-08
298,Talvar,Rel.,342370.0,51.0,144713.0,51.0,2015-10-02
299,Northern Limit Line,WGUSA,337907.0,13.0,108255.0,13.0,2015-07-17
300,Ballet 422,Magn.,333554.0,27.0,27653.0,2.0,2015-02-06
301,Shamitabh,Eros,324597.0,137.0,241720.0,137.0,2015-02-06
302,Jafar Panahi's Taxi,KL,321511.0,20.0,22531.0,3.0,2015-10-02
303,Good Kill,IFC,316472.0,143.0,17750.0,2.0,2015-05-15
304,David and Goliath,REI,316100.0,34.0,154901.0,31.0,2015-04-03
305,Running Man (2015),CL,310978.0,21.0,186926.0,20.0,2015-01-30
306,Merchants of Doubt,SPC,308156.0,30.0,20300.0,4.0,2015-03-06
307,Attack on Titan: Part 2,FUN,305934.0,230.0,12861.0,230.0,2015-10-20
308,NH10,Eros,303587.0,40.0,149546.0,40.0,2015-03-13
309,The Man in 3B,Free,291513.0,36.0,109043.0,36.0,2015-11-06
310,Above and Beyond,ICir,288751.0,13.0,6448.0,1.0,2015-01-30
311,Go Away Mr. Tumor,CL,286639.0,18.0,50036.0,15.0,2015-08-14
312,,,,,,,
313,"$11,092,426,656",-,,,,,
314,"$15,891,729",-,,,,,
315,,,,,,,
316,"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,
317,,,,,,,
318,Theeb,FM,283024.0,27.0,9181.0,3.0,2015-11-06
319,White God,Magn.,282358.0,29.0,16139.0,2.0,2015-03-27
320,A Borrowed Identity,Strand,281540.0,22.0,10308.0,1.0,2015-06-26
321,In the Name of my Daughter,Cohen,277528.0,50.0,14294.0,3.0,2015-05-15
322,Hitchcock/Truffaut,Cohen,260430.0,23.0,28178.0,3.0,2015-12-02
323,Love (2015),Alc,249083.0,25.0,29301.0,2.0,2015-10-30
324,Carter High,PN,240214.0,28.0,87274.0,21.0,2015-10-30
325,Tevar,Eros,236002.0,127.0,171026.0,127.0,2015-01-09
326,Hamari Adhuri Kahani,FIP,235361.0,67.0,131263.0,67.0,2015-06-12
327,20 Once Again,CJ,234573.0,13.0,92827.0,13.0,2015-01-16
328,Slow West,A24,229094.0,54.0,67003.0,50.0,2015-05-20
329,The Taking of Tiger Mountain,WGUSA,228984.0,13.0,50621.0,7.0,2015-01-02
330,A Royal Night Out,ADC,228136.0,158.0,100847.0,158.0,2015-12-04
331,A Pigeon Sat on a Branch Reflecting on Existence,Magn.,222989.0,17.0,25313.0,2.0,2015-06-03
332,Pyaar Ka Punchnama 2,Rel.,222856.0,49.0,107536.0,49.0,2015-10-16
333,Chocolate City,Free,212662.0,24.0,98829.0,15.0,2015-05-22
334,Fall in Love Like a Star,CL,212508.0,36.0,120074.0,36.0,2015-12-04
335,Wolf Totem,Sony,210591.0,5.0,,,2015-09-11
336,Dark Places,A24,208588.0,151.0,,151.0,2015-08-07
337,Heneral Luna,Abr.,206040.0,42.0,15485.0,3.0,2015-10-30
338,Escobar: Paradise Lost,RTWC,195792.0,105.0,106869.0,105.0,2015-06-26
339,Gemma Bovery,MBox,191533.0,29.0,19095.0,5.0,2015-05-29
340,The Connection,Drft.,190980.0,27.0,10335.0,2.0,2015-05-15
341,Love and Lost (Shi Gu),CL,188817.0,24.0,86048.0,24.0,2015-03-20
342,Stonewall (2015),RAtt.,187674.0,129.0,112834.0,129.0,2015-09-25
343,Maggie,RAtt.,187112.0,79.0,131175.0,79.0,2015-05-08
344,Detective K: Secret of the Lost Island,CJ,185367.0,19.0,57663.0,19.0,2015-03-06
345,The Priests,CJ,185093.0,13.0,,,2015-11-26
346,Lambert & Stamp,SPC,183320.0,31.0,13500.0,3.0,2015-04-03
347,An Honest Liar,Abr.,180590.0,15.0,13821.0,2.0,2015-03-06
348,Serena,Magn.,176391.0,59.0,100090.0,59.0,2015-03-27
349,The Young & Prodigious T.S. Spivet,Wein.,173564.0,100.0,33658.0,100.0,2015-07-31
350,The Farewell Party,Gold.,172860.0,14.0,7616.0,2.0,2015-05-22
351,All Things Must Pass,Grav.,172394.0,14.0,19001.0,2.0,2015-10-16
352,A Brilliant Young Mind,Gold.,171793.0,18.0,31408.0,3.0,2015-09-11
353,Time Out of Mind,IFC,166775.0,18.0,18934.0,3.0,2015-09-09
354,Snow Girl and the Dark Crystal,WGUSA,165428.0,24.0,73817.0,24.0,2015-02-27
355,3 Hearts,Cohen,164992.0,29.0,11794.0,1.0,2015-03-13
356,C'Est Si Bon,CJ,164167.0,23.0,,,2015-02-13
357,The Last Women Standing,CL,163406.0,17.0,73344.0,17.0,2015-11-11
358,5 to 7,IFC,162685.0,27.0,18006.0,2.0,2015-04-03
359,After The Ball,Free,161820.0,43.0,31718.0,41.0,2015-02-27
360,Human Capital,FM,158549.0,11.0,,,2015-01-09
361,Hell and Back,Free,157768.0,411.0,104374.0,411.0,2015-10-02
362,Experimenter,Magn.,155575.0,30.0,8682.0,3.0,2015-10-16
363,Desert Dancer,Rela.,155271.0,36.0,40763.0,23.0,2015-04-10
364,"Buen Dia, Ramon",FIP,154356.0,29.0,51105.0,15.0,2015-01-30
365,Backstreet Boys: Show 'Em What You're Made Of,Grav.,153068.0,60.0,153068.0,60.0,2015-01-30
366,Samba,BG,151530.0,27.0,24588.0,2.0,2015-07-24
367,The Tribe,Drft.,150564.0,13.0,11094.0,1.0,2015-06-17
368,Forever Young (2015),CL,149761.0,14.0,70047.0,14.0,2015-07-10
369,The New Girlfriend,Cohen,146754.0,45.0,39035.0,13.0,2015-09-18
370,The Last 5 Years,RTWC,145427.0,36.0,42042.0,3.0,2015-02-13
371,Tangerines,Gold.,144501.0,12.0,5180.0,1.0,2015-04-17
372,Yellow Day (2015),PFP,144163.0,40.0,26260.0,2.0,2015-12-11
373,Manglehorn,IFC,143101.0,27.0,11227.0,3.0,2015-06-19
374,Twenty (2015),CJ,136125.0,25.0,,,2015-04-17
375,La Sapienza,KL,135392.0,6.0,,,2015-03-20
376,Cop Car,Focus,134552.0,60.0,26146.0,3.0,2015-08-07
377,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,Argo.,133443.0,7.0,19206.0,3.0,2015-04-22
378,Ingrid Bergman: In Her Own Words,Rialto,132930.0,13.0,8355.0,1.0,2015-11-13
379,Devil and Angel (E Gun Tian Shi),CL,131058.0,12.0,44855.0,12.0,2015-12-31
380,Mississippi Grind,A24,130541.0,46.0,12434.0,1.0,2015-09-25
381,Kung Fu Killer,WGUSA,129784.0,28.0,58664.0,28.0,2015-04-24
382,Boy and the World,GK,129480.0,26.0,10077.0,2.0,2015-12-11
383,A Journey Through Time with Anthony,CL,127381.0,17.0,55292.0,17.0,2015-11-18
384,Boulevard,SM,126150.0,11.0,7000.0,1.0,2015-07-10
385,A Ballerina's Tale,IFC,125144.0,16.0,9388.0,2.0,2015-10-14
386,Z for Zachariah,RAtt.,121461.0,29.0,56902.0,29.0,2015-08-28
387,In Jackson Heights,Zipp.,121094.0,8.0,15150.0,1.0,2015-11-04
388,Do I Sound Gay?,IFC,119388.0,18.0,10461.0,1.0,2015-07-10
389,Digging for Fire,Orch.,119364.0,30.0,25000.0,3.0,2015-08-21
390,Love Live! The School Idol Movie,AZ,115840.0,28.0,115840.0,28.0,2015-09-11
391,Road Hard,FB,113169.0,22.0,105943.0,22.0,2015-03-06
392,She's Funny That Way,LGP,111996.0,26.0,,,2015-08-21
393,Memories of the Sword,WGUSA,111071.0,22.0,50240.0,22.0,2015-08-28
394,Roar!,Drft.,110048.0,19.0,15064.0,5.0,2015-04-15
395,The Look of Silence,Drft.,109089.0,14.0,6616.0,1.0,2015-07-17
396,Adult Beginners,RTWC,108808.0,54.0,36657.0,10.0,2015-04-24
397,The Beauty Inside,WGUSA,108083.0,23.0,50536.0,23.0,2015-09-11
398,The Chronicles of Evil,CJ,105057.0,13.0,,,2015-05-15
399,Results,Magn.,104507.0,21.0,17782.0,3.0,2015-05-29
400,Every Secret Thing,SM,103536.0,20.0,97020.0,20.0,2015-05-15
401,A LEGO Brickumentary,RTWC,101531.0,93.0,43285.0,93.0,2015-07-31
402,Man From Reno,FPE,101438.0,7.0,15158.0,4.0,2015-03-27
403,James White,TFA,101368.0,12.0,12007.0,1.0,2015-11-13
404,Ghost in the Shell: The New Movie,FUN,101203.0,267.0,,,2015-11-10
405,Black Souls (Anime Nere),Alc,101088.0,11.0,6286.0,2.0,2015-04-10
406,1915,BM,96682.0,10.0,30448.0,8.0,2015-04-17
407,A Poem Is a Naked Person (2015 re-issue),Jan.,96592.0,5.0,5526.0,1.0,2015-07-01
408,Saving Mr. Wu,UEP,92696.0,24.0,,24.0,2015-10-02
409,The Tales of Hoffmann (2015 re-issue),Rialto,91930.0,9.0,23340.0,2.0,2015-03-13
410,Christmas Eve,Ampl.,91302.0,44.0,45260.0,44.0,2015-12-04
411,Queen of Earth,IFC,91218.0,12.0,11360.0,2.0,2015-08-26
412,Beasts of No Nation,BST,90777.0,31.0,51003.0,31.0,2015-10-16
413,Legends from the Sky,HHF,90706.0,8.0,18168.0,8.0,2015-01-30
414,Hero (2015),Eros,88675.0,53.0,58445.0,53.0,2015-09-11
415,Sunshine Superman,Magn.,88097.0,21.0,8991.0,3.0,2015-05-22
416,Tab Hunter Confidential,TFC,84378.0,9.0,9945.0,2.0,2015-10-16
417,Trace Amounts,Gathr,80735.0,7.0,,,2015-01-02
418,,,,,,,
419,"$11,092,426,656",-,,,,,
420,"$15,891,729",-,,,,,
421,,,,,,,
422,"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,
423,,,,,,,
424,Heaven Knows What,RTWC,80734.0,14.0,16862.0,2.0,2015-05-29
425,Nasty Baby,Orch.,79800.0,18.0,8023.0,2.0,2015-10-23
426,Blackbird,Imag.,78400.0,13.0,45834.0,13.0,2015-04-24
427,Batkid Begins,WB,74709.0,14.0,19437.0,4.0,2015-06-26
428,Dragon Blade,LGP,74068.0,14.0,30346.0,14.0,2015-09-04
429,The Wonders,Osci.,73378.0,15.0,,,2015-10-30
430,Freaks of Nature,Sony,70958.0,107.0,42713.0,107.0,2015-10-30
431,Predestination,VE,68372.0,20.0,44028.0,20.0,2015-01-09
432,I Am Big Bird,Trib.,67845.0,17.0,10000.0,1.0,2015-05-06
433,Turbo Kid,EpicPics,67132.0,31.0,31428.0,26.0,2015-08-28
434,People Places Things,TFA,67046.0,19.0,31262.0,19.0,2015-08-14
435,Eden,BG,65460.0,15.0,18987.0,3.0,2015-06-19
436,The Duke of Burgundy,IFC,64521.0,10.0,11902.0,3.0,2015-01-23
437,The Office,CL,63675.0,15.0,34144.0,15.0,2015-09-18
438,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Magn.,62660.0,22.0,5254.0,1.0,2015-09-25
439,Flowers,MBox,61568.0,5.0,6572.0,1.0,2015-10-30
440,Only You,CL,61565.0,13.0,27311.0,13.0,2015-07-24
441,Dark Star: H.R. Giger's World,Icar.,61044.0,10.0,8349.0,5.0,2015-05-15
442,Girlhood (2015),Strand,60765.0,5.0,7667.0,2.0,2015-01-30
443,Jauja,CGld,60231.0,3.0,8314.0,2.0,2015-03-20
444,Gueros,KL,60114.0,5.0,,,2015-05-20
445,Cooties,LGP,60058.0,29.0,33031.0,29.0,2015-09-18
446,I Smile Back,BG,58738.0,18.0,15758.0,2.0,2015-10-23
447,Rififi (2015 re-release),Rialto,57749.0,2.0,17396.0,2.0,2015-09-02
448,Entertainment,Magn.,55506.0,9.0,5132.0,2.0,2015-11-13
449,The Search for General Tso,IFC,54275.0,13.0,9336.0,2.0,2015-01-02
450,The Ark of Mr. Chow,CL,54075.0,12.0,22583.0,12.0,2015-06-19
451,Beloved Sisters,MBox,54030.0,9.0,19704.0,9.0,2015-01-09
452,Aloft,SPC,53086.0,17.0,2116.0,2.0,2015-05-22
453,The Quay Brothers in 35mm,Zeit.,51858.0,2.0,16995.0,1.0,2015-08-19
454,We Come As Friends,BBC,50921.0,8.0,,,2015-08-14
455,The Yes Men Are Revolting,Orch.,50190.0,20.0,12462.0,10.0,2015-06-12
456,The Advocate: A Missing Body,CJ,50162.0,9.0,19770.0,9.0,2015-10-23
457,Heist (2015),LGP,50136.0,24.0,28688.0,24.0,2015-11-13
458,Spring (2015),Drft.,49970.0,15.0,19675.0,12.0,2015-03-20
459,Difret,TA,49667.0,4.0,6777.0,1.0,2015-10-23
460,Red Herring,Indic.,49480.0,28.0,27804.0,28.0,2015-10-30
461,The Seven Five,IFC,48869.0,5.0,14785.0,2.0,2015-05-08
